timestamp,vibration_mm_s
2026-09-01 12:30:19,2.14
2026-09-01 12:30:20,1.795
2026-09-01 12:30:21,2.157
2026-09-01 12:30:22,2.063
2026-09-01 12:30:23,2.25
2026-09-01 12:30:24,2.194
2026-09-01 12:30:25,2.457
2026-09-01 12:30:26,2.151
2026-09-01 12:30:27,1.908
2026-09-01 12:30:28,2.223
2026-09-01 12:30:29,2.242
2026-09-01 12:30:30,2.154
2026-09-01 12:30:31,1.916
2026-09-01 12:30:32,2.428
2026-09-01 12:30:33,1.862
2026-09-01 12:30:34,2.367
2026-09-01 12:30:35,1.893
2026-09-01 12:30:36,1.951
2026-09-01 12:30:37,2.272
2026-09-01 12:30:38,2.486
2026-09-01 12:30:39,2.628
2026-09-01 12:30:40,1.844
2026-09-01 12:30:41,2.134
2026-09-01 12:30:42,2.186
2026-09-01 12:30:43,2.079
2026-09-01 12:30:44,2.01
2026-09-01 12:30:45,1.785
2026-09-01 12:30:46,2.151
2026-09-01 12:30:47,1.884
2026-09-01 12:30:48,2.462
2026-09-01 12:30:49,1.863
2026-09-01 12:30:50,1.834
2026-09-01 12:30:51,1.936
2026-09-01 12:30:52,2.196
2026-09-01 12:30:53,2.301
2026-09-01 12:30:54,2.463
2026-09-01 12:30:55,2.288
2026-09-01 12:30:56,1.945
2026-09-01 12:30:57,2.211
2026-09-01 12:30:58,1.654
2026-09-01 12:30:59,2.271
2026-09-01 12:31:00,2.448
2026-09-01 12:31:01,1.923
2026-09-01 12:31:02,1.872
2026-09-01 12:31:03,2.241
2026-09-01 12:31:04,2.132
2026-09-01 12:31:05,2.393
2026-09-01 12:31:06,1.973
2026-09-01 12:31:07,2.306
2026-09-01 12:31:08,1.794
2026-09-01 12:31:09,2.199
2026-09-01 12:31:10,1.738
2026-09-01 12:31:11,1.956
2026-09-01 12:31:12,1.92
2026-09-01 12:31:13,2.536
2026-09-01 12:31:14,2.379
2026-09-01 12:31:15,1.93
2026-09-01 12:31:16,2.188
2026-09-01 12:31:17,2.147
2026-09-01 12:31:18,2.124
2026-09-01 12:31:19,2.617
2026-09-01 12:31:20,2.173
2026-09-01 12:31:21,1.854
2026-09-01 12:31:22,2.18
2026-09-01 12:31:23,1.942
2026-09-01 12:31:24,1.754
2026-09-01 12:31:25,2.057
2026-09-01 12:31:26,2.673
2026-09-01 12:31:27,2.172
2026-09-01 12:31:28,2.181
2026-09-01 12:31:29,1.895
2026-09-01 12:31:30,1.806
2026-09-01 12:31:31,2.282
2026-09-01 12:31:32,2.573
2026-09-01 12:31:33,2.392
2026-09-01 12:31:34,2.143
2026-09-01 12:31:35,2.098
2026-09-01 12:31:36,2.366
2026-09-01 12:31:37,1.927
2026-09-01 12:31:38,2.699
2026-09-01 12:31:39,2.011
2026-09-01 12:31:40,1.855
2026-09-01 12:31:41,2.125
2026-09-01 12:31:42,1.649
2026-09-01 12:31:43,1.63
2026-09-01 12:31:44,1.927
2026-09-01 12:31:45,2.031
2026-09-01 12:31:46,2.354
2026-09-01 12:31:47,2.533
2026-09-01 12:31:48,2.403
2026-09-01 12:31:49,2.216
2026-09-01 12:31:50,1.815
2026-09-01 12:31:51,1.642
2026-09-01 12:31:52,1.971
2026-09-01 12:31:53,2.26
2026-09-01 12:31:54,2.143
2026-09-01 12:31:55,2.373
2026-09-01 12:31:56,2.314
2026-09-01 12:31:57,1.799
2026-09-01 12:31:58,2.106
2026-09-01 12:31:59,1.822
2026-09-01 12:32:00,2.075
2026-09-01 12:32:01,1.832
2026-09-01 12:32:02,2.287
2026-09-01 12:32:03,2.486
2026-09-01 12:32:04,2.138
2026-09-01 12:32:05,2.104
2026-09-01 12:32:06,1.909
2026-09-01 12:32:07,2.297
2026-09-01 12:32:08,1.629
2026-09-01 12:32:09,2.398
2026-09-01 12:32:10,2.316
2026-09-01 12:32:11,1.739
2026-09-01 12:32:12,2.123
2026-09-01 12:32:13,2.154
2026-09-01 12:32:14,1.918
2026-09-01 12:32:15,2.141
2026-09-01 12:32:16,2.067
2026-09-01 12:32:17,2.036
2026-09-01 12:32:18,2.01
2026-09-01 12:32:19,2.311
2026-09-01 12:32:20,1.783
2026-09-01 12:32:21,1.983
2026-09-01 12:32:22,2.042
2026-09-01 12:32:23,2.37
2026-09-01 12:32:24,1.849
2026-09-01 12:32:25,2.5
2026-09-01 12:32:26,1.957
2026-09-01 12:32:27,1.746
2026-09-01 12:32:28,2.421
2026-09-01 12:32:29,2.153
2026-09-01 12:32:30,2.2
2026-09-01 12:32:31,2.186
2026-09-01 12:32:32,2.096
2026-09-01 12:32:33,2.157
2026-09-01 12:32:34,2.13
2026-09-01 12:32:35,2.029
2026-09-01 12:32:36,2.052
2026-09-01 12:32:37,2.243
2026-09-01 12:32:38,2.028
2026-09-01 12:32:39,1.653
2026-09-01 12:32:40,2.479
2026-09-01 12:32:41,2.292
2026-09-01 12:32:42,1.988
2026-09-01 12:32:43,1.814
2026-09-01 12:32:44,2.015
2026-09-01 12:32:45,1.694
2026-09-01 12:32:46,1.94
2026-09-01 12:32:47,2.084
2026-09-01 12:32:48,2.207
2026-09-01 12:32:49,1.944
2026-09-01 12:32:50,2.209
2026-09-01 12:32:51,2.17
2026-09-01 12:32:52,2.231
2026-09-01 12:32:53,2.214
2026-09-01 12:32:54,2.021
2026-09-01 12:32:55,2.446
2026-09-01 12:32:56,2.048
2026-09-01 12:32:57,1.966
2026-09-01 12:32:58,1.863
2026-09-01 12:32:59,2.339
2026-09-01 12:33:00,1.828
2026-09-01 12:33:01,1.537
2026-09-01 12:33:02,1.945
2026-09-01 12:33:03,1.792
2026-09-01 12:33:04,1.633
2026-09-01 12:33:05,2.092
2026-09-01 12:33:06,2.488
2026-09-01 12:33:07,2.18
2026-09-01 12:33:08,2.115
2026-09-01 12:33:09,1.885
2026-09-01 12:33:10,2.071
2026-09-01 12:33:11,2.12
2026-09-01 12:33:12,2.08
2026-09-01 12:33:13,2.277
2026-09-01 12:33:14,2.223
2026-09-01 12:33:15,2.006
2026-09-01 12:33:16,2.319
2026-09-01 12:33:17,2.364
2026-09-01 12:33:18,2.192
2026-09-01 12:33:19,1.941
2026-09-01 12:33:20,2.052
2026-09-01 12:33:21,2.214
2026-09-01 12:33:22,2.173
2026-09-01 12:33:23,1.949
2026-09-01 12:33:24,1.889
2026-09-01 12:33:25,2.159
2026-09-01 12:33:26,1.876
2026-09-01 12:33:27,1.716
2026-09-01 12:33:28,2.067
2026-09-01 12:33:29,2.04
2026-09-01 12:33:30,2.012
2026-09-01 12:33:31,2.498
2026-09-01 12:33:32,1.802
2026-09-01 12:33:33,2.345
2026-09-01 12:33:34,2.563
2026-09-01 12:33:35,2.124
2026-09-01 12:33:36,2.332
2026-09-01 12:33:37,2.108
2026-09-01 12:33:38,1.952
2026-09-01 12:33:39,1.999
2026-09-01 12:33:40,1.947
2026-09-01 12:33:41,2.279
2026-09-01 12:33:42,2.259
2026-09-01 12:33:43,2.269
2026-09-01 12:33:44,1.733
2026-09-01 12:33:45,2.295
2026-09-01 12:33:46,1.961
2026-09-01 12:33:47,2.11
2026-09-01 12:33:48,1.789
2026-09-01 12:33:49,1.935
2026-09-01 12:33:50,2.149
2026-09-01 12:33:51,1.847
2026-09-01 12:33:52,2.005
2026-09-01 12:33:53,1.953
2026-09-01 12:33:54,1.912
2026-09-01 12:33:55,2.135
2026-09-01 12:33:56,1.848
2026-09-01 12:33:57,2.06
2026-09-01 12:33:58,1.922
2026-09-01 12:33:59,1.923
2026-09-01 12:34:00,1.886
2026-09-01 12:34:01,2.529
2026-09-01 12:34:02,2.052
2026-09-01 12:34:03,2.17
2026-09-01 12:34:04,2.291
2026-09-01 12:34:05,2.207
2026-09-01 12:34:06,1.848
2026-09-01 12:34:07,2.086
2026-09-01 12:34:08,2.361
2026-09-01 12:34:09,2.016
2026-09-01 12:34:10,2.332
2026-09-01 12:34:11,2.227
2026-09-01 12:34:12,1.748
2026-09-01 12:34:13,2.251
2026-09-01 12:34:14,2.072
2026-09-01 12:34:15,1.942
2026-09-01 12:34:16,2.521
2026-09-01 12:34:17,2.216
2026-09-01 12:34:18,2.412
2026-09-01 12:34:19,2.175
2026-09-01 12:34:20,2.036
2026-09-01 12:34:21,1.987
2026-09-01 12:34:22,1.862
2026-09-01 12:34:23,2.296
2026-09-01 12:34:24,1.788
2026-09-01 12:34:25,2.022
2026-09-01 12:34:26,2.354
2026-09-01 12:34:27,2.13
2026-09-01 12:34:28,2.151
2026-09-01 12:34:29,1.955
2026-09-01 12:34:30,1.982
2026-09-01 12:34:31,1.894
2026-09-01 12:34:32,1.942
2026-09-01 12:34:33,2.108
2026-09-01 12:34:34,2.309
2026-09-01 12:34:35,2.2
2026-09-01 12:34:36,1.846
2026-09-01 12:34:37,2.013
2026-09-01 12:34:38,2.054
2026-09-01 12:34:39,1.939
2026-09-01 12:34:40,1.886
2026-09-01 12:34:41,2.179
2026-09-01 12:34:42,1.977
2026-09-01 12:34:43,2.235
2026-09-01 12:34:44,1.913
2026-09-01 12:34:45,1.817
2026-09-01 12:34:46,1.801
2026-09-01 12:34:47,1.876
2026-09-01 12:34:48,1.956
2026-09-01 12:34:49,2.238
2026-09-01 12:34:50,2.007
2026-09-01 12:34:51,2.232
2026-09-01 12:34:52,2.224
2026-09-01 12:34:53,2.159
2026-09-01 12:34:54,2.206
2026-09-01 12:34:55,1.738
2026-09-01 12:34:56,2.421
2026-09-01 12:34:57,1.811
2026-09-01 12:34:58,2.367
2026-09-01 12:34:59,2.304
2026-09-01 12:35:00,2.117
2026-09-01 12:35:01,1.631
2026-09-01 12:35:02,1.745
2026-09-01 12:35:03,2.02
2026-09-01 12:35:04,2.221
2026-09-01 12:35:05,2.329
2026-09-01 12:35:06,2.19
2026-09-01 12:35:07,2.052
2026-09-01 12:35:08,2.39
2026-09-01 12:35:09,2.075
2026-09-01 12:35:10,2.017
2026-09-01 12:35:11,2.251
2026-09-01 12:35:12,2.045
2026-09-01 12:35:13,2.312
2026-09-01 12:35:14,2.212
2026-09-01 12:35:15,2.563
2026-09-01 12:35:16,2.143
2026-09-01 12:35:17,2.829
2026-09-01 12:35:18,2.127
2026-09-01 12:35:19,2.2
2026-09-01 12:35:20,2.044
2026-09-01 12:35:21,1.941
2026-09-01 12:35:22,2.273
2026-09-01 12:35:23,2.229
2026-09-01 12:35:24,1.89
2026-09-01 12:35:25,1.777
2026-09-01 12:35:26,1.469
2026-09-01 12:35:27,2.384
2026-09-01 12:35:28,2.125
2026-09-01 12:35:29,1.916
2026-09-01 12:35:30,2.504
2026-09-01 12:35:31,1.364
2026-09-01 12:35:32,2.288
2026-09-01 12:35:33,2.069
2026-09-01 12:35:34,1.745
2026-09-01 12:35:35,2.189
2026-09-01 12:35:36,2.514
2026-09-01 12:35:37,2.467
2026-09-01 12:35:38,2.088
2026-09-01 12:35:39,1.723
2026-09-01 12:35:40,2.027
2026-09-01 12:35:41,2.604
2026-09-01 12:35:42,2.027
2026-09-01 12:35:43,1.863
2026-09-01 12:35:44,2.485
2026-09-01 12:35:45,1.811
2026-09-01 12:35:46,1.937
2026-09-01 12:35:47,2.327
2026-09-01 12:35:48,1.572
2026-09-01 12:35:49,1.829
2026-09-01 12:35:50,2.072
2026-09-01 12:35:51,2.166
2026-09-01 12:35:52,2.108
2026-09-01 12:35:53,1.893
2026-09-01 12:35:54,2.399
2026-09-01 12:35:55,2.309
2026-09-01 12:35:56,2.262
2026-09-01 12:35:57,2.157
2026-09-01 12:35:58,1.769
2026-09-01 12:35:59,2.194
2026-09-01 12:36:00,2.062
2026-09-01 12:36:01,1.875
2026-09-01 12:36:02,2.055
2026-09-01 12:36:03,1.948
2026-09-01 12:36:04,2.108
2026-09-01 12:36:05,1.858
2026-09-01 12:36:06,2.283
2026-09-01 12:36:07,2.288
2026-09-01 12:36:08,2.194
2026-09-01 12:36:09,2.483
2026-09-01 12:36:10,2.124
2026-09-01 12:36:11,2.5
2026-09-01 12:36:12,2.035
2026-09-01 12:36:13,2.41
2026-09-01 12:36:14,2.055
2026-09-01 12:36:15,2.28
2026-09-01 12:36:16,2.066
2026-09-01 12:36:17,2.367
2026-09-01 12:36:18,2.155
2026-09-01 12:36:19,1.861
2026-09-01 12:36:20,1.948
2026-09-01 12:36:21,2.164
2026-09-01 12:36:22,1.945
2026-09-01 12:36:23,1.785
2026-09-01 12:36:24,1.536
2026-09-01 12:36:25,2.167
2026-09-01 12:36:26,2.263
2026-09-01 12:36:27,1.697
2026-09-01 12:36:28,2.357
2026-09-01 12:36:29,2.491
2026-09-01 12:36:30,2.17
2026-09-01 12:36:31,2.021
2026-09-01 12:36:32,2.104
2026-09-01 12:36:33,2.193
2026-09-01 12:36:34,2.251
2026-09-01 12:36:35,2.109
2026-09-01 12:36:36,2.02
2026-09-01 12:36:37,2.08
2026-09-01 12:36:38,1.779
2026-09-01 12:36:39,2.425
2026-09-01 12:36:40,2.229
2026-09-01 12:36:41,2.542
2026-09-01 12:36:42,1.944
2026-09-01 12:36:43,2.239
2026-09-01 12:36:44,2.007
2026-09-01 12:36:45,2.46
2026-09-01 12:36:46,2.18
2026-09-01 12:36:47,2.096
2026-09-01 12:36:48,2.303
2026-09-01 12:36:49,2.079
2026-09-01 12:36:50,2.356
2026-09-01 12:36:51,1.89
2026-09-01 12:36:52,2.115
2026-09-01 12:36:53,2.049
2026-09-01 12:36:54,1.953
2026-09-01 12:36:55,2.213
2026-09-01 12:36:56,2.202
2026-09-01 12:36:57,2.152
2026-09-01 12:36:58,2.319
2026-09-01 12:36:59,2.705
2026-09-01 12:37:00,2.344
2026-09-01 12:37:01,1.924
2026-09-01 12:37:02,1.865
2026-09-01 12:37:03,1.769
2026-09-01 12:37:04,2.434
2026-09-01 12:37:05,1.87
2026-09-01 12:37:06,2.226
2026-09-01 12:37:07,2.645
2026-09-01 12:37:08,2.248
2026-09-01 12:37:09,2.364
2026-09-01 12:37:10,2.016
2026-09-01 12:37:11,2.311
2026-09-01 12:37:12,2.256
2026-09-01 12:37:13,1.454
2026-09-01 12:37:14,1.823
2026-09-01 12:37:15,2.274
2026-09-01 12:37:16,2.172
2026-09-01 12:37:17,2.385
2026-09-01 12:37:18,2.183
2026-09-01 12:37:19,1.998
2026-09-01 12:37:20,2.108
2026-09-01 12:37:21,2.406
2026-09-01 12:37:22,2.227
2026-09-01 12:37:23,1.897
2026-09-01 12:37:24,1.474
2026-09-01 12:37:25,1.946
2026-09-01 12:37:26,2.246
2026-09-01 12:37:27,1.611
2026-09-01 12:37:28,1.93
2026-09-01 12:37:29,2.411
2026-09-01 12:37:30,1.989
2026-09-01 12:37:31,1.554
2026-09-01 12:37:32,2.02
2026-09-01 12:37:33,2.046
2026-09-01 12:37:34,2.185
2026-09-01 12:37:35,2.049
2026-09-01 12:37:36,2.164
2026-09-01 12:37:37,2.108
2026-09-01 12:37:38,2.057
2026-09-01 12:37:39,1.676
2026-09-01 12:37:40,2.514
2026-09-01 12:37:41,2.143
2026-09-01 12:37:42,2.295
2026-09-01 12:37:43,2.319
2026-09-01 12:37:44,1.802
2026-09-01 12:37:45,2.205
2026-09-01 12:37:46,2.491
2026-09-01 12:37:47,2.186
2026-09-01 12:37:48,2.28
2026-09-01 12:37:49,2.543
2026-09-01 12:37:50,2.198
2026-09-01 12:37:51,1.971
2026-09-01 12:37:52,2.589
2026-09-01 12:37:53,2.031
2026-09-01 12:37:54,1.963
2026-09-01 12:37:55,2.375
2026-09-01 12:37:56,2.283
2026-09-01 12:37:57,2.134
2026-09-01 12:37:58,2.095
2026-09-01 12:37:59,1.841
2026-09-01 12:38:00,2.126
2026-09-01 12:38:01,1.778
2026-09-01 12:38:02,2.147
2026-09-01 12:38:03,2.658
2026-09-01 12:38:04,2.096
2026-09-01 12:38:05,2.276
2026-09-01 12:38:06,2.015
2026-09-01 12:38:07,1.908
2026-09-01 12:38:08,1.939
2026-09-01 12:38:09,1.666
2026-09-01 12:38:10,2.404
2026-09-01 12:38:11,2.244
2026-09-01 12:38:12,1.923
2026-09-01 12:38:13,2.03
2026-09-01 12:38:14,1.833
2026-09-01 12:38:15,2.116
2026-09-01 12:38:16,2.004
2026-09-01 12:38:17,2.037
2026-09-01 12:38:18,2.375
2026-09-01 12:38:19,2.064
2026-09-01 12:38:20,2.257
2026-09-01 12:38:21,2.535
2026-09-01 12:38:22,2.139
2026-09-01 12:38:23,2.169
2026-09-01 12:38:24,2.064
2026-09-01 12:38:25,2.233
2026-09-01 12:38:26,2.6
2026-09-01 12:38:27,2.189
2026-09-01 12:38:28,2.168
2026-09-01 12:38:29,1.936
2026-09-01 12:38:30,2.291
2026-09-01 12:38:31,1.96
2026-09-01 12:38:32,1.914
2026-09-01 12:38:33,1.724
2026-09-01 12:38:34,1.89
2026-09-01 12:38:35,2.274
2026-09-01 12:38:36,2.323
2026-09-01 12:38:37,1.981
2026-09-01 12:38:38,2.21
2026-09-01 12:38:39,2.149
2026-09-01 12:38:40,2.248
2026-09-01 12:38:41,2.185
2026-09-01 12:38:42,1.977
2026-09-01 12:38:43,2.265
2026-09-01 12:38:44,2.112
2026-09-01 12:38:45,2.16
2026-09-01 12:38:46,2.527
2026-09-01 12:38:47,1.701
2026-09-01 12:38:48,1.661
2026-09-01 12:38:49,2.524
2026-09-01 12:38:50,2.117
2026-09-01 12:38:51,2.465
2026-09-01 12:38:52,1.51
2026-09-01 12:38:53,2.147
2026-09-01 12:38:54,1.984
2026-09-01 12:38:55,2.389
2026-09-01 12:38:56,2.162
2026-09-01 12:38:57,1.91
2026-09-01 12:38:58,1.868
2026-09-01 12:38:59,2.274
2026-09-01 12:39:00,2.131
2026-09-01 12:39:01,2.388
2026-09-01 12:39:02,2.175
2026-09-01 12:39:03,1.865
2026-09-01 12:39:04,2.128
2026-09-01 12:39:05,1.858
2026-09-01 12:39:06,1.994
2026-09-01 12:39:07,2.298
2026-09-01 12:39:08,1.597
2026-09-01 12:39:09,2.405
2026-09-01 12:39:10,2.068
2026-09-01 12:39:11,1.956
2026-09-01 12:39:12,2.463
2026-09-01 12:39:13,2.705
2026-09-01 12:39:14,2.483
2026-09-01 12:39:15,1.857
2026-09-01 12:39:16,2.288
2026-09-01 12:39:17,1.665
2026-09-01 12:39:18,1.952
2026-09-01 12:39:19,2.188
2026-09-01 12:39:20,2.029
2026-09-01 12:39:21,1.901
2026-09-01 12:39:22,2.235
2026-09-01 12:39:23,1.701
2026-09-01 12:39:24,1.753
2026-09-01 12:39:25,2.075
2026-09-01 12:39:26,2.481
2026-09-01 12:39:27,2.153
2026-09-01 12:39:28,2.646
2026-09-01 12:39:29,2.577
2026-09-01 12:39:30,2.634
2026-09-01 12:39:31,2.006
2026-09-01 12:39:32,2.254
2026-09-01 12:39:33,2.54
2026-09-01 12:39:34,2.113
2026-09-01 12:39:35,2.398
2026-09-01 12:39:36,2.075
2026-09-01 12:39:37,2.313
2026-09-01 12:39:38,1.773
2026-09-01 12:39:39,2.174
2026-09-01 12:39:40,1.578
2026-09-01 12:39:41,2.342
2026-09-01 12:39:42,1.95
2026-09-01 12:39:43,2.027
2026-09-01 12:39:44,2.197
2026-09-01 12:39:45,2.121
2026-09-01 12:39:46,2.174
2026-09-01 12:39:47,2.237
2026-09-01 12:39:48,2.221
2026-09-01 12:39:49,1.812
2026-09-01 12:39:50,1.98
2026-09-01 12:39:51,2.084
2026-09-01 12:39:52,2.189
2026-09-01 12:39:53,2.138
2026-09-01 12:39:54,1.941
2026-09-01 12:39:55,1.992
2026-09-01 12:39:56,1.936
2026-09-01 12:39:57,2.483
2026-09-01 12:39:58,2.44
2026-09-01 12:39:59,2.089
2026-09-01 12:40:00,2.123
2026-09-01 12:40:01,1.971
2026-09-01 12:40:02,1.787
2026-09-01 12:40:03,2.124
2026-09-01 12:40:04,1.832
2026-09-01 12:40:05,2.387
2026-09-01 12:40:06,2.04
2026-09-01 12:40:07,2.201
2026-09-01 12:40:08,1.846
2026-09-01 12:40:09,2.53
2026-09-01 12:40:10,1.931
2026-09-01 12:40:11,1.757
2026-09-01 12:40:12,2.402
2026-09-01 12:40:13,2.168
2026-09-01 12:40:14,2.001
2026-09-01 12:40:15,2.282
2026-09-01 12:40:16,2.066
2026-09-01 12:40:17,2.275
2026-09-01 12:40:18,2.131
2026-09-01 12:40:19,1.782
2026-09-01 12:40:20,1.929
2026-09-01 12:40:21,2.391
2026-09-01 12:40:22,2.109
2026-09-01 12:40:23,1.934
2026-09-01 12:40:24,2.524
2026-09-01 12:40:25,1.793
2026-09-01 12:40:26,2.053
2026-09-01 12:40:27,2.078
2026-09-01 12:40:28,2.026
2026-09-01 12:40:29,1.812
2026-09-01 12:40:30,1.922
2026-09-01 12:40:31,2.402
2026-09-01 12:40:32,2.098
2026-09-01 12:40:33,2.111
2026-09-01 12:40:34,2.218
2026-09-01 12:40:35,2.117
2026-09-01 12:40:36,2.084
2026-09-01 12:40:37,1.799
2026-09-01 12:40:38,2.334
2026-09-01 12:40:39,2.371
2026-09-01 12:40:40,2.221
2026-09-01 12:40:41,1.981
2026-09-01 12:40:42,2.123
2026-09-01 12:40:43,2.165
2026-09-01 12:40:44,1.98
2026-09-01 12:40:45,2.008
2026-09-01 12:40:46,2.151
2026-09-01 12:40:47,2.105
2026-09-01 12:40:48,2.135
2026-09-01 12:40:49,2.03
2026-09-01 12:40:50,2.634
2026-09-01 12:40:51,1.82
2026-09-01 12:40:52,2.285
2026-09-01 12:40:53,2.396
2026-09-01 12:40:54,2.115
2026-09-01 12:40:55,1.632
2026-09-01 12:40:56,2.169
2026-09-01 12:40:57,2.259
2026-09-01 12:40:58,2.271
2026-09-01 12:40:59,2.313
2026-09-01 12:41:00,2.021
2026-09-01 12:41:01,2.531
2026-09-01 12:41:02,2.348
2026-09-01 12:41:03,1.968
2026-09-01 12:41:04,1.949
2026-09-01 12:41:05,2.067
2026-09-01 12:41:06,2.084
2026-09-01 12:41:07,2.431
2026-09-01 12:41:08,2.261
2026-09-01 12:41:09,2.492
2026-09-01 12:41:10,2.082
2026-09-01 12:41:11,2.276
2026-09-01 12:41:12,2.202
2026-09-01 12:41:13,1.75
2026-09-01 12:41:14,1.819
2026-09-01 12:41:15,2.228
2026-09-01 12:41:16,1.929
2026-09-01 12:41:17,2.1
2026-09-01 12:41:18,1.935
2026-09-01 12:41:19,2.211
2026-09-01 12:41:20,1.942
2026-09-01 12:41:21,2.41
2026-09-01 12:41:22,2.062
2026-09-01 12:41:23,2.068
2026-09-01 12:41:24,1.929
2026-09-01 12:41:25,1.721
2026-09-01 12:41:26,2.189
2026-09-01 12:41:27,2.03
2026-09-01 12:41:28,2.627
2026-09-01 12:41:29,1.938
2026-09-01 12:41:30,1.803
2026-09-01 12:41:31,2.378
2026-09-01 12:41:32,2.414
2026-09-01 12:41:33,2.359
2026-09-01 12:41:34,1.827
2026-09-01 12:41:35,2.332
2026-09-01 12:41:36,2.359
2026-09-01 12:41:37,2.164
2026-09-01 12:41:38,1.914
2026-09-01 12:41:39,2.185
2026-09-01 12:41:40,1.969
2026-09-01 12:41:41,1.985
2026-09-01 12:41:42,2.278
2026-09-01 12:41:43,2.378
2026-09-01 12:41:44,1.926
2026-09-01 12:41:45,2.426
2026-09-01 12:41:46,1.964
2026-09-01 12:41:47,2.051
2026-09-01 12:41:48,2.24
2026-09-01 12:41:49,1.752
2026-09-01 12:41:50,2.369
2026-09-01 12:41:51,2.347
2026-09-01 12:41:52,2.002
2026-09-01 12:41:53,2.583
2026-09-01 12:41:54,1.883
2026-09-01 12:41:55,1.784
2026-09-01 12:41:56,2.602
2026-09-01 12:41:57,2.48
2026-09-01 12:41:58,2.02
2026-09-01 12:41:59,2.353
2026-09-01 12:42:00,1.722
2026-09-01 12:42:01,2.16
2026-09-01 12:42:02,2.63
2026-09-01 12:42:03,1.789
2026-09-01 12:42:04,1.644
2026-09-01 12:42:05,2.015
2026-09-01 12:42:06,2.186
2026-09-01 12:42:07,2.483
2026-09-01 12:42:08,2.495
2026-09-01 12:42:09,1.999
2026-09-01 12:42:10,1.908
2026-09-01 12:42:11,1.815
2026-09-01 12:42:12,1.693
2026-09-01 12:42:13,2.103
2026-09-01 12:42:14,1.809
2026-09-01 12:42:15,2.019
2026-09-01 12:42:16,2.235
2026-09-01 12:42:17,2.12
2026-09-01 12:42:18,1.853
2026-09-01 12:42:19,2.299
2026-09-01 12:42:20,2.334
2026-09-01 12:42:21,1.558
2026-09-01 12:42:22,2.485
2026-09-01 12:42:23,2.216
2026-09-01 12:42:24,2.242
2026-09-01 12:42:25,2.199
2026-09-01 12:42:26,1.898
2026-09-01 12:42:27,2.385
2026-09-01 12:42:28,2.071
2026-09-01 12:42:29,1.983
2026-09-01 12:42:30,2.7
2026-09-01 12:42:31,2.195
2026-09-01 12:42:32,2.492
2026-09-01 12:42:33,2.513
2026-09-01 12:42:34,1.808
2026-09-01 12:42:35,1.534
2026-09-01 12:42:36,2.164
2026-09-01 12:42:37,2.55
2026-09-01 12:42:38,1.962
2026-09-01 12:42:39,2.314
2026-09-01 12:42:40,2.0
2026-09-01 12:42:41,2.007
2026-09-01 12:42:42,2.049
2026-09-01 12:42:43,2.218
2026-09-01 12:42:44,2.376
2026-09-01 12:42:45,1.599
2026-09-01 12:42:46,2.164
2026-09-01 12:42:47,1.937
2026-09-01 12:42:48,1.868
2026-09-01 12:42:49,2.006
2026-09-01 12:42:50,2.144
2026-09-01 12:42:51,1.838
2026-09-01 12:42:52,1.952
2026-09-01 12:42:53,2.226
2026-09-01 12:42:54,2.125
2026-09-01 12:42:55,2.093
2026-09-01 12:42:56,2.946
2026-09-01 12:42:57,2.058
2026-09-01 12:42:58,1.71
2026-09-01 12:42:59,2.345
2026-09-01 12:43:00,2.037
2026-09-01 12:43:01,1.997
2026-09-01 12:43:02,2.045
2026-09-01 12:43:03,2.039
2026-09-01 12:43:04,1.817
2026-09-01 12:43:05,1.852
2026-09-01 12:43:06,2.417
2026-09-01 12:43:07,2.246
2026-09-01 12:43:08,2.433
2026-09-01 12:43:09,1.839
2026-09-01 12:43:10,2.021
2026-09-01 12:43:11,2.072
2026-09-01 12:43:12,1.785
2026-09-01 12:43:13,2.05
2026-09-01 12:43:14,2.379
2026-09-01 12:43:15,2.186
2026-09-01 12:43:16,2.355
2026-09-01 12:43:17,1.656
2026-09-01 12:43:18,2.317
2026-09-01 12:43:19,1.752
2026-09-01 12:43:20,2.233
2026-09-01 12:43:21,2.008
2026-09-01 12:43:22,1.874
2026-09-01 12:43:23,2.271
2026-09-01 12:43:24,2.25
2026-09-01 12:43:25,1.641
2026-09-01 12:43:26,2.139
2026-09-01 12:43:27,1.971
2026-09-01 12:43:28,2.141
2026-09-01 12:43:29,1.542
2026-09-01 12:43:30,2.17
2026-09-01 12:43:31,1.653
2026-09-01 12:43:32,2.156
2026-09-01 12:43:33,2.294
2026-09-01 12:43:34,2.224
2026-09-01 12:43:35,2.111
2026-09-01 12:43:36,1.855
2026-09-01 12:43:37,2.257
2026-09-01 12:43:38,2.239
2026-09-01 12:43:39,1.999
2026-09-01 12:43:40,1.92
2026-09-01 12:43:41,2.526
2026-09-01 12:43:42,2.217
2026-09-01 12:43:43,2.15
2026-09-01 12:43:44,2.076
2026-09-01 12:43:45,1.923
2026-09-01 12:43:46,1.686
2026-09-01 12:43:47,1.873
2026-09-01 12:43:48,2.485
2026-09-01 12:43:49,2.128
2026-09-01 12:43:50,1.644
2026-09-01 12:43:51,1.989
2026-09-01 12:43:52,2.137
2026-09-01 12:43:53,2.046
2026-09-01 12:43:54,2.248
2026-09-01 12:43:55,1.709
2026-09-01 12:43:56,2.146
2026-09-01 12:43:57,2.13
2026-09-01 12:43:58,1.526
2026-09-01 12:43:59,1.76
2026-09-01 12:44:00,2.42
